"id","ActivityDate","MVPASession"
"646de35615","29/8/2019","[{""start"":854;""end"":857;""duration"":8};{""start"":915;""end"":918;""duration"":8};{""start"":1134;""end"":1136;""duration"":7}]"
"646de35615","30/8/2019","[{""start"":441;""end"":486;""duration"":50};{""start"":498;""end"":510;""duration"":17};{""start"":774;""end"":778;""duration"":9};{""start"":928;""end"":939;""duration"":16};{""start"":1178;""end"":1196;""duration"":23};{""start"":1205;""end"":1236;""duration"":36}]"
"646de35615","31/8/2019","[{""start"":430;""end"":452;""duration"":27};{""start"":600;""end"":601;""duration"":6};{""start"":607;""end"":608;""duration"":6};{""start"":842;""end"":844;""duration"":7};{""start"":1120;""end"":1122;""duration"":7};{""start"":1186;""end"":1187;""duration"":6};{""start"":1327;""end"":1329;""duration"":7}]"
"646de35615","28/8/2019","[{""start"":856;""end"":857;""duration"":6};{""start"":884;""end"":896;""duration"":17};{""start"":1213;""end"":1219;""duration"":11}]"
"433d7e96c8","28/8/2019","[{""start"":415;""end"":445;""duration"":35};{""start"":570;""end"":584;""duration"":19};{""start"":665;""end"":686;""duration"":26};{""start"":920;""end"":926;""duration"":11};{""start"":1260;""end"":1267;""duration"":12}]"
"433d7e96c8","29/8/2019","[{""start"":340;""end"":345;""duration"":10};{""start"":355;""end"":356;""duration"":6};{""start"":390;""end"":433;""duration"":48};{""start"":580;""end"":587;""duration"":12};{""start"":645;""end"":646;""duration"":6};{""start"":735;""end"":741;""duration"":11};{""start"":905;""end"":906;""duration"":6};{""start"":925;""end"":930;""duration"":10};{""start"":940;""end"":945;""duration"":10};{""start"":1030;""end"":1036;""duration"":11};{""start"":1085;""end"":1087;""duration"":7}]"
"433d7e96c8","26/8/2019","[{""start"":425;""end"":428;""duration"":8};{""start"":470;""end"":488;""duration"":23};{""start"":500;""end"":508;""duration"":13};{""start"":690;""end"":698;""duration"":13};{""start"":765;""end"":769;""duration"":9};{""start"":860;""end"":861;""duration"":6};{""start"":1060;""end"":1072;""duration"":17}]"
"433d7e96c8","27/8/2019","[{""start"":345;""end"":375;""duration"":35};{""start"":385;""end"":389;""duration"":9};{""start"":410;""end"":420;""duration"":15};{""start"":456;""end"":457;""duration"":6};{""start"":475;""end"":476;""duration"":6};{""start"":620;""end"":638;""duration"":23};{""start"":850;""end"":860;""duration"":15};{""start"":870;""end"":884;""duration"":19};{""start"":1035;""end"":1040;""duration"":10};{""start"":1120;""end"":1149;""duration"":34};{""start"":1175;""end"":1189;""duration"":19}]"
"433d7e96c8","30/8/2019","[{""start"":320;""end"":325;""duration"":10};{""start"":345;""end"":346;""duration"":6};{""start"":355;""end"":356;""duration"":6};{""start"":400;""end"":414;""duration"":19};{""start"":420;""end"":434;""duration"":19};{""start"":440;""end"":445;""duration"":10};{""start"":451;""end"":460;""duration"":14};{""start"":645;""end"":650;""duration"":10};{""start"":670;""end"":671;""duration"":6};{""start"":680;""end"":682;""duration"":7};{""start"":730;""end"":738;""duration"":13};{""start"":880;""end"":881;""duration"":6};{""start"":1035;""end"":1040;""duration"":10};{""start"":1100;""end"":1105;""duration"":10};{""start"":1115;""end"":1120;""duration"":10}]"
"433d7e96c8","31/8/2019","[{""start"":430;""end"":436;""duration"":11};{""start"":450;""end"":465;""duration"":20};{""start"":495;""end"":500;""duration"":10};{""start"":622;""end"":628;""duration"":11};{""start"":650;""end"":684;""duration"":39};{""start"":725;""end"":726;""duration"":6};{""start"":800;""end"":830;""duration"":35};{""start"":850;""end"":863;""duration"":18};{""start"":1005;""end"":1022;""duration"":22};{""start"":1120;""end"":1122;""duration"":7}]"
"b0635ef518","31/8/2019","[{""start"":570;""end"":595;""duration"":30}]"
"148dd2bf1b","1/9/2019","[{""start"":445;""end"":446;""duration"":6};{""start"":535;""end"":545;""duration"":15}]"
"148dd2bf1b","28/8/2019","[{""start"":1140;""end"":1142;""duration"":7}]"
"148dd2bf1b","31/8/2019","[{""start"":955;""end"":979;""duration"":29};{""start"":1000;""end"":1002;""duration"":7};{""start"":1185;""end"":1190;""duration"":10}]"
"148dd2bf1b","29/8/2019","[{""start"":1100;""end"":1111;""duration"":16};{""start"":1130;""end"":1142;""duration"":17};{""start"":1270;""end"":1271;""duration"":6}]"
"495e053e0b","31/8/2019","[{""start"":525;""end"":557;""duration"":37};{""start"":595;""end"":600;""duration"":10};{""start"":610;""end"":613;""duration"":8};{""start"":645;""end"":648;""duration"":8}]"
"495e053e0b","28/8/2019","[{""start"":440;""end"":462;""duration"":27};{""start"":505;""end"":508;""duration"":8};{""start"":565;""end"":567;""duration"":7};{""start"":650;""end"":657;""duration"":12};{""start"":1070;""end"":1087;""duration"":22};{""start"":1100;""end"":1103;""duration"":8};{""start"":1225;""end"":1248;""duration"":28};{""start"":1375;""end"":1379;""duration"":9}]"
"495e053e0b","30/8/2019","[{""start"":430;""end"":431;""duration"":6};{""start"":870;""end"":878;""duration"":13};{""start"":1085;""end"":1093;""duration"":13};{""start"":1175;""end"":1179;""duration"":9}]"
"495e053e0b","27/8/2019","[{""start"":520;""end"":532;""duration"":17};{""start"":560;""end"":573;""duration"":18};{""start"":775;""end"":782;""duration"":12};{""start"":1050;""end"":1054;""duration"":9};{""start"":1205;""end"":1206;""duration"":6};{""start"":1250;""end"":1255;""duration"":10};{""start"":1375;""end"":1381;""duration"":11}]"
"495e053e0b","29/8/2019","[{""start"":850;""end"":854;""duration"":9};{""start"":865;""end"":867;""duration"":7};{""start"":873;""end"":878;""duration"":10};{""start"":1200;""end"":1213;""duration"":18}]"
"495e053e0b","26/8/2019","[{""start"":105;""end"":106;""duration"":6};{""start"":640;""end"":648;""duration"":13};{""start"":1155;""end"":1162;""duration"":12};{""start"":1220;""end"":1249;""duration"":34};{""start"":1355;""end"":1357;""duration"":7}]"
"657b8040a8","26/8/2019","[{""start"":482;""end"":483;""duration"":6};{""start"":533;""end"":535;""duration"":7};{""start"":546;""end"":547;""duration"":6};{""start"":596;""end"":600;""duration"":9};{""start"":612;""end"":613;""duration"":6};{""start"":636;""end"":644;""duration"":13};{""start"":717;""end"":720;""duration"":8};{""start"":806;""end"":815;""duration"":14};{""start"":1205;""end"":1211;""duration"":11};{""start"":1290;""end"":1291;""duration"":6}]"
"657b8040a8","30/8/2019","[{""start"":11;""end"":14;""duration"":8};{""start"":448;""end"":452;""duration"":9};{""start"":521;""end"":525;""duration"":9};{""start"":533;""end"":536;""duration"":8};{""start"":724;""end"":725;""duration"":6};{""start"":891;""end"":894;""duration"":8};{""start"":958;""end"":963;""duration"":10};{""start"":1027;""end"":1029;""duration"":7};{""start"":1045;""end"":1051;""duration"":11};{""start"":1057;""end"":1059;""duration"":7};{""start"":1104;""end"":1105;""duration"":6}]"
"657b8040a8","27/8/2019","[{""start"":436;""end"":437;""duration"":6};{""start"":443;""end"":444;""duration"":6};{""start"":799;""end"":806;""duration"":12};{""start"":847;""end"":852;""duration"":10};{""start"":1119;""end"":1121;""duration"":7};{""start"":1249;""end"":1346;""duration"":102};{""start"":1353;""end"":1430;""duration"":82}]"
"657b8040a8","29/8/2019","[{""start"":377;""end"":380;""duration"":8};{""start"":386;""end"":387;""duration"":6};{""start"":424;""end"":429;""duration"":10};{""start"":460;""end"":461;""duration"":6};{""start"":548;""end"":553;""duration"":10};{""start"":815;""end"":822;""duration"":12};{""start"":850;""end"":856;""duration"":11};{""start"":1134;""end"":1140;""duration"":11};{""start"":1323;""end"":1335;""duration"":17};{""start"":1358;""end"":1361;""duration"":8};{""start"":1374;""end"":1377;""duration"":8};{""start"":1384;""end"":1386;""duration"":7};{""start"":1400;""end"":1424;""duration"":29};{""start"":1432;""end"":1438;""duration"":11}]"
"657b8040a8","28/8/2019","[{""start"":805;""end"":809;""duration"":9};{""start"":849;""end"":855;""duration"":11};{""start"":1120;""end"":1126;""duration"":11};{""start"":1255;""end"":1264;""duration"":14};{""start"":1277;""end"":1408;""duration"":136}]"
"657b8040a8","1/9/2019","[{""start"":464;""end"":477;""duration"":18};{""start"":514;""end"":519;""duration"":10};{""start"":564;""end"":565;""duration"":6};{""start"":600;""end"":603;""duration"":8};{""start"":624;""end"":632;""duration"":13};{""start"":815;""end"":826;""duration"":16};{""start"":925;""end"":928;""duration"":8}]"
"657b8040a8","31/8/2019","[{""start"":469;""end"":476;""duration"":12};{""start"":519;""end"":520;""duration"":6};{""start"":550;""end"":553;""duration"":8};{""start"":559;""end"":561;""duration"":7};{""start"":597;""end"":604;""duration"":12};{""start"":1044;""end"":1049;""duration"":10}]"
"a70780087a","29/8/2019","[{""start"":1121;""end"":1151;""duration"":35}]"
"a70780087a","28/8/2019","[{""start"":1091;""end"":1093;""duration"":7};{""start"":1264;""end"":1287;""duration"":28};{""start"":1295;""end"":1313;""duration"":23}]"
"a70780087a","31/8/2019","[{""start"":1263;""end"":1330;""duration"":72}]"
"a70780087a","27/8/2019","[{""start"":1250;""end"":1258;""duration"":13};{""start"":1275;""end"":1278;""duration"":8}]"
"0b040b30bd","30/8/2019","[{""start"":455;""end"":457;""duration"":7};{""start"":630;""end"":631;""duration"":6}]"
"c61a9d37de","26/8/2019","[{""start"":845;""end"":846;""duration"":6};{""start"":1195;""end"":1224;""duration"":34};{""start"":1240;""end"":1248;""duration"":13};{""start"":1260;""end"":1265;""duration"":10};{""start"":1285;""end"":1293;""duration"":13};{""start"":1315;""end"":1320;""duration"":10}]"
"c61a9d37de","30/8/2019","[{""start"":1110;""end"":1115;""duration"":10}]"
"c61a9d37de","1/9/2019","[{""start"":560;""end"":565;""duration"":10};{""start"":635;""end"":642;""duration"":12};{""start"":680;""end"":695;""duration"":20};{""start"":960;""end"":961;""duration"":6}]"
"c61a9d37de","27/8/2019","[{""start"":605;""end"":618;""duration"":18};{""start"":645;""end"":650;""duration"":10}]"
"c61a9d37de","28/8/2019","[{""start"":1105;""end"":1110;""duration"":10}]"
"81d8120928","26/8/2019","[{""start"":360;""end"":406;""duration"":51};{""start"":615;""end"":620;""duration"":10};{""start"":655;""end"":659;""duration"":9};{""start"":710;""end"":715;""duration"":10};{""start"":850;""end"":855;""duration"":10};{""start"":1070;""end"":1071;""duration"":6};{""start"":1080;""end"":1085;""duration"":10}]"
"81d8120928","28/8/2019","[{""start"":365;""end"":412;""duration"":52}]"
"81d8120928","27/8/2019","[{""start"":360;""end"":397;""duration"":42};{""start"":1165;""end"":1166;""duration"":6}]"
"81d8120928","31/8/2019","[{""start"":385;""end"":416;""duration"":36};{""start"":740;""end"":747;""duration"":12};{""start"":815;""end"":820;""duration"":10};{""start"":830;""end"":831;""duration"":6};{""start"":950;""end"":955;""duration"":10};{""start"":1000;""end"":1006;""duration"":11}]"
"81d8120928","1/9/2019","[{""start"":485;""end"":490;""duration"":10};{""start"":520;""end"":526;""duration"":11};{""start"":580;""end"":583;""duration"":8}]"
"81d8120928","29/8/2019","[{""start"":360;""end"":405;""duration"":50}]"
"bc8f35d350","30/8/2019","[{""start"":570;""end"":580;""duration"":15};{""start"":620;""end"":621;""duration"":6};{""start"":1080;""end"":1085;""duration"":10}]"
"bc8f35d350","31/8/2019","[{""start"":565;""end"":571;""duration"":11}]"
"bc8f35d350","26/8/2019","[{""start"":550;""end"":560;""duration"":15};{""start"":1315;""end"":1320;""duration"":10}]"
"bc8f35d350","29/8/2019","[{""start"":575;""end"":580;""duration"":10};{""start"":650;""end"":659;""duration"":14};{""start"":1215;""end"":1220;""duration"":10}]"
"bc8f35d350","1/9/2019","[{""start"":665;""end"":675;""duration"":15};{""start"":685;""end"":690;""duration"":10};{""start"":945;""end"":952;""duration"":12}]"
"bc8f35d350","28/8/2019","[{""start"":565;""end"":570;""duration"":10};{""start"":595;""end"":605;""duration"":15}]"
"97629d29f9","28/8/2019","[{""start"":990;""end"":995;""duration"":10};{""start"":1040;""end"":1044;""duration"":9}]"
"97629d29f9","29/8/2019","[{""start"":990;""end"":995;""duration"":10};{""start"":1040;""end"":1044;""duration"":9};{""start"":1055;""end"":1056;""duration"":6}]"
"97629d29f9","30/8/2019","[{""start"":705;""end"":709;""duration"":9};{""start"":990;""end"":995;""duration"":10};{""start"":1040;""end"":1044;""duration"":9};{""start"":1055;""end"":1056;""duration"":6}]"
"97629d29f9","26/8/2019","[{""start"":455;""end"":464;""duration"":14};{""start"":745;""end"":752;""duration"":12};{""start"":775;""end"":780;""duration"":10};{""start"":1045;""end"":1050;""duration"":10};{""start"":1065;""end"":1067;""duration"":7}]"
"97629d29f9","27/8/2019","[{""start"":1010;""end"":1015;""duration"":10}]"
"dd685cd120","30/8/2019","[{""start"":390;""end"":416;""duration"":31};{""start"":490;""end"":495;""duration"":10};{""start"":550;""end"":559;""duration"":14};{""start"":575;""end"":581;""duration"":11};{""start"":600;""end"":602;""duration"":7};{""start"":635;""end"":641;""duration"":11};{""start"":765;""end"":805;""duration"":45};{""start"":870;""end"":871;""duration"":6};{""start"":945;""end"":962;""duration"":22};{""start"":1055;""end"":1056;""duration"":6};{""start"":1100;""end"":1106;""duration"":11};{""start"":1130;""end"":1176;""duration"":51};{""start"":1195;""end"":1198;""duration"":8};{""start"":1205;""end"":1211;""duration"":11}]"
"dd685cd120","29/8/2019","[{""start"":430;""end"":436;""duration"":11};{""start"":445;""end"":489;""duration"":49};{""start"":515;""end"":518;""duration"":8};{""start"":540;""end"":549;""duration"":14};{""start"":590;""end"":602;""duration"":17};{""start"":635;""end"":639;""duration"":9};{""start"":680;""end"":690;""duration"":15};{""start"":765;""end"":805;""duration"":45};{""start"":885;""end"":886;""duration"":6};{""start"":935;""end"":948;""duration"":18};{""start"":970;""end"":979;""duration"":14};{""start"":1040;""end"":1099;""duration"":64};{""start"":1135;""end"":1202;""duration"":72};{""start"":1290;""end"":1291;""duration"":6}]"
"dd685cd120","28/8/2019","[{""start"":395;""end"":437;""duration"":47};{""start"":455;""end"":487;""duration"":37};{""start"":605;""end"":607;""duration"":7};{""start"":665;""end"":669;""duration"":9};{""start"":765;""end"":805;""duration"":45};{""start"":885;""end"":886;""duration"":6};{""start"":940;""end"":946;""duration"":11};{""start"":962;""end"":965;""duration"":8};{""start"":1070;""end"":1115;""duration"":50};{""start"":1125;""end"":1164;""duration"":44};{""start"":1195;""end"":1210;""duration"":20}]"
"dd685cd120","27/8/2019","[{""start"":400;""end"":432;""duration"":37};{""start"":438;""end"":439;""duration"":6};{""start"":460;""end"":469;""duration"":14};{""start"":530;""end"":541;""duration"":16};{""start"":605;""end"":607;""duration"":7};{""start"":613;""end"":628;""duration"":20};{""start"":765;""end"":805;""duration"":45};{""start"":890;""end"":896;""duration"":11};{""start"":945;""end"":974;""duration"":34};{""start"":985;""end"":990;""duration"":10};{""start"":1020;""end"":1022;""duration"":7};{""start"":1030;""end"":1036;""duration"":11};{""start"":1080;""end"":1179;""duration"":104}]"
"dd685cd120","26/8/2019","[{""start"":380;""end"":382;""duration"":7};{""start"":388;""end"":395;""duration"":12};{""start"":420;""end"":434;""duration"":19};{""start"":465;""end"":479;""duration"":19};{""start"":515;""end"":552;""duration"":42};{""start"":605;""end"":610;""duration"":10};{""start"":725;""end"":731;""duration"":11};{""start"":895;""end"":899;""duration"":9};{""start"":950;""end"":996;""duration"":51};{""start"":1040;""end"":1041;""duration"":6};{""start"":1115;""end"":1142;""duration"":32};{""start"":1148;""end"":1176;""duration"":33};{""start"":1210;""end"":1213;""duration"":8}]"
"7be33e8923","26/8/2019","[{""start"":823;""end"":826;""duration"":8};{""start"":1233;""end"":1234;""duration"":6}]"
"7be33e8923","31/8/2019","[{""start"":901;""end"":902;""duration"":6};{""start"":976;""end"":978;""duration"":7};{""start"":984;""end"":985;""duration"":6};{""start"":992;""end"":998;""duration"":11};{""start"":1099;""end"":1109;""duration"":15};{""start"":1391;""end"":1393;""duration"":7}]"
"7be33e8923","27/8/2019","[{""start"":499;""end"":504;""duration"":10};{""start"":722;""end"":727;""duration"":10};{""start"":762;""end"":766;""duration"":9};{""start"":815;""end"":821;""duration"":11};{""start"":854;""end"":855;""duration"":6}]"
"7be33e8923","1/9/2019","[{""start"":628;""end"":634;""duration"":11};{""start"":640;""end"":646;""duration"":11};{""start"":1123;""end"":1127;""duration"":9};{""start"":1270;""end"":1274;""duration"":9};{""start"":1305;""end"":1312;""duration"":12};{""start"":1360;""end"":1367;""duration"":12}]"
"7be33e8923","30/8/2019","[{""start"":651;""end"":652;""duration"":6};{""start"":667;""end"":672;""duration"":10};{""start"":733;""end"":736;""duration"":8};{""start"":752;""end"":754;""duration"":7};{""start"":782;""end"":783;""duration"":6};{""start"":805;""end"":806;""duration"":6};{""start"":812;""end"":826;""duration"":19}]"
"6a0347ca43","30/8/2019","[{""start"":950;""end"":951;""duration"":6};{""start"":1205;""end"":1210;""duration"":10};{""start"":1245;""end"":1246;""duration"":6}]"
"6a0347ca43","29/8/2019","[{""start"":670;""end"":672;""duration"":7}]"
"6a0347ca43","31/8/2019","[{""start"":405;""end"":406;""duration"":6};{""start"":1015;""end"":1049;""duration"":39}]"
"1a6f018777","30/8/2019","[{""start"":5;""end"":29;""duration"":29};{""start"":35;""end"":44;""duration"":14};{""start"":65;""end"":91;""duration"":31};{""start"":100;""end"":129;""duration"":34};{""start"":150;""end"":157;""duration"":12};{""start"":165;""end"":175;""duration"":15};{""start"":185;""end"":197;""duration"":17};{""start"":205;""end"":214;""duration"":14};{""start"":760;""end"":766;""duration"":11};{""start"":780;""end"":782;""duration"":7};{""start"":800;""end"":807;""duration"":12};{""start"":1095;""end"":1102;""duration"":12};{""start"":1140;""end"":1186;""duration"":51};{""start"":1195;""end"":1206;""duration"":16}]"
"1a6f018777","28/8/2019","[{""start"":10;""end"":44;""duration"":39};{""start"":60;""end"":102;""duration"":47};{""start"":130;""end"":133;""duration"":8};{""start"":220;""end"":228;""duration"":13};{""start"":235;""end"":241;""duration"":11};{""start"":955;""end"":956;""duration"":6};{""start"":1130;""end"":1136;""duration"":11};{""start"":1150;""end"":1151;""duration"":6};{""start"":1195;""end"":1198;""duration"":8};{""start"":1215;""end"":1240;""duration"":30};{""start"":1265;""end"":1270;""duration"":10}]"
"1a6f018777","27/8/2019","[{""start"":20;""end"":68;""duration"":53};{""start"":80;""end"":101;""duration"":26};{""start"":110;""end"":156;""duration"":51};{""start"":165;""end"":169;""duration"":9};{""start"":195;""end"":210;""duration"":20};{""start"":1080;""end"":1087;""duration"":12};{""start"":1105;""end"":1106;""duration"":6};{""start"":1115;""end"":1119;""duration"":9};{""start"":1170;""end"":1175;""duration"":10};{""start"":1300;""end"":1303;""duration"":8};{""start"":1325;""end"":1364;""duration"":44};{""start"":1375;""end"":1377;""duration"":7};{""start"":1390;""end"":1425;""duration"":40}]"
"1a6f018777","1/9/2019","[{""start"":110;""end"":125;""duration"":20};{""start"":135;""end"":210;""duration"":80};{""start"":250;""end"":258;""duration"":13};{""start"":305;""end"":327;""duration"":27};{""start"":1210;""end"":1217;""duration"":12};{""start"":1260;""end"":1268;""duration"":13};{""start"":1280;""end"":1301;""duration"":26};{""start"":1360;""end"":1371;""duration"":16};{""start"":1380;""end"":1404;""duration"":29};{""start"":1425;""end"":1438;""duration"":18}]"
"1a6f018777","31/8/2019","[{""start"":75;""end"":88;""duration"":18};{""start"":100;""end"":105;""duration"":10};{""start"":120;""end"":121;""duration"":6};{""start"":130;""end"":159;""duration"":34};{""start"":290;""end"":303;""duration"":18};{""start"":315;""end"":364;""duration"":54};{""start"":1205;""end"":1223;""duration"":23};{""start"":1270;""end"":1275;""duration"":10};{""start"":1285;""end"":1294;""duration"":14};{""start"":1355;""end"":1366;""duration"":16};{""start"":1375;""end"":1380;""duration"":10};{""start"":1390;""end"":1400;""duration"":15}]"
"1a6f018777","26/8/2019","[{""start"":0;""end"":50;""duration"":55};{""start"":60;""end"":71;""duration"":16};{""start"":85;""end"":112;""duration"":32};{""start"":185;""end"":195;""duration"":15};{""start"":205;""end"":230;""duration"":30};{""start"":1205;""end"":1207;""duration"":7};{""start"":1215;""end"":1242;""duration"":32};{""start"":1265;""end"":1272;""duration"":12};{""start"":1290;""end"":1333;""duration"":48};{""start"":1375;""end"":1427;""duration"":57}]"
"1a6f018777","29/8/2019","[{""start"":5;""end"":67;""duration"":67};{""start"":85;""end"":109;""duration"":29};{""start"":115;""end"":116;""duration"":6};{""start"":185;""end"":187;""duration"":7};{""start"":210;""end"":211;""duration"":6};{""start"":220;""end"":229;""duration"":14};{""start"":255;""end"":256;""duration"":6};{""start"":1315;""end"":1316;""duration"":6};{""start"":1380;""end"":1388;""duration"":13}]"
"9e683ca9dc","31/8/2019","[{""start"":335;""end"":336;""duration"":6};{""start"":345;""end"":347;""duration"":7};{""start"":562;""end"":563;""duration"":6};{""start"":641;""end"":643;""duration"":7};{""start"":653;""end"":656;""duration"":8};{""start"":1139;""end"":1151;""duration"":17};{""start"":1180;""end"":1183;""duration"":8};{""start"":1287;""end"":1290;""duration"":8};{""start"":1379;""end"":1383;""duration"":9}]"
"9e683ca9dc","29/8/2019","[{""start"":424;""end"":433;""duration"":14};{""start"":503;""end"":508;""duration"":10};{""start"":531;""end"":546;""duration"":20};{""start"":558;""end"":561;""duration"":8};{""start"":628;""end"":630;""duration"":7};{""start"":636;""end"":637;""duration"":6};{""start"":683;""end"":688;""duration"":10};{""start"":707;""end"":709;""duration"":7};{""start"":720;""end"":721;""duration"":6};{""start"":733;""end"":735;""duration"":7};{""start"":975;""end"":976;""duration"":6};{""start"":1006;""end"":1016;""duration"":15};{""start"":1154;""end"":1155;""duration"":6};{""start"":1198;""end"":1207;""duration"":14}]"
"9e683ca9dc","30/8/2019","[{""start"":449;""end"":452;""duration"":8};{""start"":502;""end"":512;""duration"":15};{""start"":541;""end"":557;""duration"":21};{""start"":721;""end"":727;""duration"":11};{""start"":741;""end"":742;""duration"":6};{""start"":944;""end"":958;""duration"":19};{""start"":1042;""end"":1075;""duration"":38};{""start"":1096;""end"":1098;""duration"":7};{""start"":1308;""end"":1312;""duration"":9}]"
"9e683ca9dc","1/9/2019","[{""start"":435;""end"":438;""duration"":8};{""start"":492;""end"":498;""duration"":11};{""start"":549;""end"":553;""duration"":9};{""start"":849;""end"":858;""duration"":14};{""start"":922;""end"":926;""duration"":9};{""start"":933;""end"":936;""duration"":8};{""start"":1081;""end"":1082;""duration"":6};{""start"":1115;""end"":1121;""duration"":11};{""start"":1154;""end"":1160;""duration"":11}]"
"9e683ca9dc","27/8/2019","[{""start"":505;""end"":510;""duration"":10};{""start"":535;""end"":554;""duration"":24};{""start"":697;""end"":698;""duration"":6};{""start"":948;""end"":950;""duration"":7};{""start"":991;""end"":994;""duration"":8};{""start"":1110;""end"":1111;""duration"":6};{""start"":1119;""end"":1124;""duration"":10};{""start"":1260;""end"":1274;""duration"":19};{""start"":1310;""end"":1311;""duration"":6}]"
"9e683ca9dc","26/8/2019","[{""start"":468;""end"":469;""duration"":6};{""start"":515;""end"":521;""duration"":11};{""start"":546;""end"":560;""duration"":19};{""start"":708;""end"":715;""duration"":12};{""start"":722;""end"":723;""duration"":6};{""start"":766;""end"":767;""duration"":6};{""start"":831;""end"":837;""duration"":11};{""start"":968;""end"":980;""duration"":17};{""start"":1011;""end"":1013;""duration"":7};{""start"":1020;""end"":1029;""duration"":14};{""start"":1171;""end"":1179;""duration"":13}]"
"9e683ca9dc","28/8/2019","[{""start"":455;""end"":467;""duration"":17};{""start"":842;""end"":854;""duration"":17};{""start"":862;""end"":863;""duration"":6};{""start"":955;""end"":962;""duration"":12};{""start"":970;""end"":973;""duration"":8};{""start"":995;""end"":998;""duration"":8};{""start"":1004;""end"":1005;""duration"":6};{""start"":1014;""end"":1023;""duration"":14};{""start"":1055;""end"":1056;""duration"":6};{""start"":1155;""end"":1160;""duration"":10};{""start"":1292;""end"":1293;""duration"":6};{""start"":1375;""end"":1376;""duration"":6}]"
"508a96f49b","27/8/2019","[{""start"":689;""end"":690;""duration"":6};{""start"":712;""end"":713;""duration"":6};{""start"":725;""end"":732;""duration"":12};{""start"":820;""end"":825;""duration"":10};{""start"":870;""end"":871;""duration"":6};{""start"":927;""end"":933;""duration"":11};{""start"":981;""end"":987;""duration"":11};{""start"":1069;""end"":1091;""duration"":27};{""start"":1132;""end"":1142;""duration"":15};{""start"":1319;""end"":1332;""duration"":18};{""start"":1408;""end"":1414;""duration"":11}]"
"508a96f49b","30/8/2019","[{""start"":402;""end"":404;""duration"":7};{""start"":425;""end"":427;""duration"":7};{""start"":450;""end"":454;""duration"":9};{""start"":701;""end"":709;""duration"":13};{""start"":782;""end"":787;""duration"":10};{""start"":807;""end"":812;""duration"":10};{""start"":897;""end"":898;""duration"":6};{""start"":944;""end"":950;""duration"":11};{""start"":1169;""end"":1174;""duration"":10};{""start"":1207;""end"":1209;""duration"":7};{""start"":1224;""end"":1231;""duration"":12};{""start"":1243;""end"":1245;""duration"":7};{""start"":1345;""end"":1346;""duration"":6}]"
"508a96f49b","26/8/2019","[{""start"":712;""end"":716;""duration"":9};{""start"":782;""end"":786;""duration"":9};{""start"":810;""end"":826;""duration"":21}]"
"508a96f49b","1/9/2019","[{""start"":578;""end"":579;""duration"":6};{""start"":598;""end"":605;""duration"":12};{""start"":885;""end"":888;""duration"":8};{""start"":904;""end"":905;""duration"":6};{""start"":955;""end"":960;""duration"":10}]"
"508a96f49b","28/8/2019","[{""start"":446;""end"":447;""duration"":6};{""start"":781;""end"":783;""duration"":7};{""start"":806;""end"":818;""duration"":17};{""start"":1225;""end"":1226;""duration"":6}]"
"508a96f49b","29/8/2019","[{""start"":123;""end"":124;""duration"":6};{""start"":130;""end"":133;""duration"":8};{""start"":153;""end"":155;""duration"":7};{""start"":450;""end"":453;""duration"":8};{""start"":545;""end"":547;""duration"":7};{""start"":572;""end"":584;""duration"":17};{""start"":725;""end"":732;""duration"":12};{""start"":787;""end"":789;""duration"":7};{""start"":815;""end"":816;""duration"":6};{""start"":940;""end"":942;""duration"":7};{""start"":980;""end"":983;""duration"":8};{""start"":1024;""end"":1035;""duration"":16};{""start"":1072;""end"":1073;""duration"":6};{""start"":1107;""end"":1110;""duration"":8};{""start"":1165;""end"":1166;""duration"":6}]"
"508a96f49b","31/8/2019","[{""start"":819;""end"":822;""duration"":8};{""start"":939;""end"":940;""duration"":6};{""start"":1079;""end"":1085;""duration"":11};{""start"":1095;""end"":1097;""duration"":7};{""start"":1264;""end"":1267;""duration"":8};{""start"":1291;""end"":1292;""duration"":6};{""start"":1434;""end"":1435;""duration"":6}]"
"d7829b95e2","1/9/2019","[{""start"":30;""end"":54;""duration"":29}]"
"d7829b95e2","29/8/2019","[{""start"":445;""end"":452;""duration"":12};{""start"":500;""end"":501;""duration"":6}]"
"d7829b95e2","27/8/2019","[{""start"":955;""end"":956;""duration"":6};{""start"":1155;""end"":1175;""duration"":25};{""start"":1280;""end"":1285;""duration"":10};{""start"":1370;""end"":1374;""duration"":9}]"
"d7829b95e2","31/8/2019","[{""start"":130;""end"":151;""duration"":26};{""start"":1275;""end"":1288;""duration"":18};{""start"":1430;""end"":1436;""duration"":11}]"
"d7829b95e2","26/8/2019","[{""start"":485;""end"":490;""duration"":10}]"
"07c12db2e1","30/8/2019","[{""start"":521;""end"":522;""duration"":6}]"
"07c12db2e1","28/8/2019","[{""start"":1036;""end"":1037;""duration"":6}]"
"6896b38889","29/8/2019","[{""start"":430;""end"":439;""duration"":14}]"
