"id","ActivityDate","MVPASession"
"8980015b04","1/9/2019","[{""start"":585;""end"":590;""duration"":10};{""start"":885;""end"":887;""duration"":7};{""start"":895;""end"":896;""duration"":6};{""start"":910;""end"":912;""duration"":7};{""start"":935;""end"":936;""duration"":6};{""start"":1030;""end"":1035;""duration"":10};{""start"":1170;""end"":1175;""duration"":10};{""start"":1295;""end"":1313;""duration"":23}]"
"31ade7e49b","1/9/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":650;""end"":693;""duration"":48};{""start"":713;""end"":718;""duration"":10};{""start"":789;""end"":829;""duration"":45};{""start"":835;""end"":890;""duration"":60};{""start"":897;""end"":907;""duration"":15};{""start"":914;""end"":916;""duration"":7};{""start"":922;""end"":935;""duration"":18};{""start"":965;""end"":982;""duration"":22};{""start"":1096;""end"":1098;""duration"":7}]"
"31ade7e49b","27/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":457;""end"":466;""duration"":14};{""start"":486;""end"":506;""duration"":25};{""start"":555;""end"":562;""duration"":12};{""start"":645;""end"":650;""duration"":10};{""start"":689;""end"":701;""duration"":17};{""start"":736;""end"":743;""duration"":12};{""start"":801;""end"":807;""duration"":11};{""start"":912;""end"":915;""duration"":8};{""start"":928;""end"":929;""duration"":6};{""start"":944;""end"":946;""duration"":7};{""start"":1025;""end"":1037;""duration"":17};{""start"":1054;""end"":1057;""duration"":8};{""start"":1072;""end"":1075;""duration"":8};{""start"":1087;""end"":1090;""duration"":8};{""start"":1111;""end"":1119;""duration"":13}]"
"31ade7e49b","30/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":459;""end"":465;""duration"":11};{""start"":486;""end"":515;""duration"":34};{""start"":651;""end"":661;""duration"":15};{""start"":688;""end"":703;""duration"":20};{""start"":725;""end"":740;""duration"":20};{""start"":769;""end"":776;""duration"":12};{""start"":788;""end"":789;""duration"":6};{""start"":916;""end"":931;""duration"":20};{""start"":958;""end"":964;""duration"":11};{""start"":996;""end"":997;""duration"":6};{""start"":1018;""end"":1020;""duration"":7};{""start"":1040;""end"":1050;""duration"":15};{""start"":1057;""end"":1058;""duration"":6};{""start"":1071;""end"":1080;""duration"":14};{""start"":1101;""end"":1105;""duration"":9};{""start"":1117;""end"":1118;""duration"":6};{""start"":1246;""end"":1252;""duration"":11};{""start"":1311;""end"":1319;""duration"":13};{""start"":1326;""end"":1330;""duration"":9};{""start"":1373;""end"":1374;""duration"":6};{""start"":1412;""end"":1416;""duration"":9};{""start"":1437;""end"":1439;""duration"":7}]"
"31ade7e49b","31/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":25;""end"":28;""duration"":8};{""start"":49;""end"":55;""duration"":11};{""start"":517;""end"":524;""duration"":12};{""start"":530;""end"":544;""duration"":19};{""start"":569;""end"":571;""duration"":7};{""start"":585;""end"":586;""duration"":6};{""start"":593;""end"":601;""duration"":13};{""start"":614;""end"":643;""duration"":34};{""start"":682;""end"":708;""duration"":31};{""start"":715;""end"":720;""duration"":10};{""start"":751;""end"":756;""duration"":10};{""start"":763;""end"":795;""duration"":37};{""start"":802;""end"":803;""duration"":6};{""start"":810;""end"":812;""duration"":7};{""start"":823;""end"":853;""duration"":35};{""start"":860;""end"":945;""duration"":90};{""start"":954;""end"":956;""duration"":7};{""start"":973;""end"":987;""duration"":19};{""start"":1037;""end"":1043;""duration"":11};{""start"":1072;""end"":1081;""duration"":14};{""start"":1222;""end"":1233;""duration"":16};{""start"":1239;""end"":1241;""duration"":7};{""start"":1283;""end"":1289;""duration"":11};{""start"":1307;""end"":1309;""duration"":7};{""start"":1355;""end"":1369;""duration"":19};{""start"":1406;""end"":1413;""duration"":12}]"
"31ade7e49b","28/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":462;""end"":466;""duration"":9};{""start"":487;""end"":511;""duration"":29};{""start"":537;""end"":544;""duration"":12};{""start"":555;""end"":562;""duration"":12};{""start"":578;""end"":580;""duration"":7};{""start"":601;""end"":604;""duration"":8};{""start"":643;""end"":657;""duration"":19};{""start"":690;""end"":704;""duration"":19};{""start"":730;""end"":745;""duration"":20};{""start"":753;""end"":759;""duration"":11};{""start"":792;""end"":798;""duration"":11};{""start"":820;""end"":821;""duration"":6};{""start"":831;""end"":856;""duration"":30};{""start"":908;""end"":917;""duration"":14};{""start"":925;""end"":931;""duration"":11};{""start"":1027;""end"":1030;""duration"":8};{""start"":1049;""end"":1055;""duration"":11};{""start"":1071;""end"":1076;""duration"":10};{""start"":1090;""end"":1094;""duration"":9};{""start"":1113;""end"":1119;""duration"":11};{""start"":1126;""end"":1153;""duration"":32};{""start"":1247;""end"":1249;""duration"":7};{""start"":1385;""end"":1407;""duration"":27}]"
"31ade7e49b","29/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":447;""end"":464;""duration"":22};{""start"":485;""end"":507;""duration"":27};{""start"":595;""end"":597;""duration"":7};{""start"":626;""end"":633;""duration"":12};{""start"":662;""end"":666;""duration"":9};{""start"":690;""end"":703;""duration"":18};{""start"":724;""end"":731;""duration"":12};{""start"":742;""end"":749;""duration"":12};{""start"":800;""end"":807;""duration"":12};{""start"":819;""end"":820;""duration"":6};{""start"":850;""end"":865;""duration"":20};{""start"":903;""end"":904;""duration"":6};{""start"":936;""end"":940;""duration"":9};{""start"":975;""end"":977;""duration"":7};{""start"":1044;""end"":1050;""duration"":11};{""start"":1072;""end"":1075;""duration"":8};{""start"":1085;""end"":1087;""duration"":7};{""start"":1106;""end"":1133;""duration"":32};{""start"":1177;""end"":1202;""duration"":30};{""start"":1213;""end"":1225;""duration"":17};{""start"":1240;""end"":1284;""duration"":49};{""start"":1290;""end"":1295;""duration"":10};{""start"":1303;""end"":1308;""duration"":10};{""start"":1315;""end"":1348;""duration"":38};{""start"":1354;""end"":1359;""duration"":10};{""start"":1370;""end"":1374;""duration"":9}]"
"1c5f58803f","26/8/2019","[{""start"":825;""end"":837;""duration"":17};{""start"":930;""end"":933;""duration"":8};{""start"":990;""end"":991;""duration"":6}]"
"1c5f58803f","28/8/2019","[{""start"":505;""end"":510;""duration"":10};{""start"":940;""end"":945;""duration"":10}]"
"1c5f58803f","30/8/2019","[{""start"":830;""end"":833;""duration"":8};{""start"":870;""end"":877;""duration"":12};{""start"":930;""end"":931;""duration"":6};{""start"":950;""end"":951;""duration"":6}]"
"1c5f58803f","29/8/2019","[{""start"":935;""end"":947;""duration"":17};{""start"":975;""end"":1022;""duration"":52};{""start"":1035;""end"":1040;""duration"":10}]"
"1c5f58803f","1/9/2019","[{""start"":705;""end"":715;""duration"":15};{""start"":740;""end"":754;""duration"":19};{""start"":760;""end"":776;""duration"":21};{""start"":785;""end"":794;""duration"":14};{""start"":825;""end"":826;""duration"":6};{""start"":1180;""end"":1203;""duration"":28}]"
"ef05a9b11e","29/8/2019","[{""start"":714;""end"":717;""duration"":8};{""start"":772;""end"":777;""duration"":10};{""start"":1088;""end"":1091;""duration"":8};{""start"":1227;""end"":1246;""duration"":24};{""start"":1252;""end"":1256;""duration"":9}]"
"ef05a9b11e","31/8/2019","[{""start"":1041;""end"":1042;""duration"":6}]"
"ef05a9b11e","27/8/2019","[{""start"":562;""end"":564;""duration"":7};{""start"":1139;""end"":1145;""duration"":11};{""start"":1326;""end"":1350;""duration"":29}]"
"ef05a9b11e","28/8/2019","[{""start"":1287;""end"":1299;""duration"":17}]"
"ef05a9b11e","1/9/2019","[{""start"":631;""end"":657;""duration"":31};{""start"":665;""end"":691;""duration"":31};{""start"":699;""end"":713;""duration"":19};{""start"":723;""end"":727;""duration"":9};{""start"":1141;""end"":1155;""duration"":19};{""start"":1184;""end"":1195;""duration"":16}]"
"ef05a9b11e","26/8/2019","[{""start"":703;""end"":707;""duration"":9}]"
"e42cc98d64","31/8/2019","[{""start"":608;""end"":619;""duration"":16};{""start"":1263;""end"":1315;""duration"":57}]"
"e42cc98d64","27/8/2019","[{""start"":415;""end"":421;""duration"":11}]"
"1e0f534c16","29/8/2019","[{""start"":685;""end"":690;""duration"":10}]"
"1e0f534c16","27/8/2019","[{""start"":550;""end"":552;""duration"":7};{""start"":955;""end"":960;""duration"":10}]"
"1e0f534c16","1/9/2019","[{""start"":930;""end"":933;""duration"":8};{""start"":1025;""end"":1041;""duration"":21};{""start"":1075;""end"":1083;""duration"":13};{""start"":1095;""end"":1096;""duration"":6};{""start"":1180;""end"":1204;""duration"":29};{""start"":1230;""end"":1247;""duration"":22};{""start"":1270;""end"":1275;""duration"":10}]"
"1e0f534c16","30/8/2019","[{""start"":470;""end"":471;""duration"":6};{""start"":810;""end"":815;""duration"":10};{""start"":1115;""end"":1119;""duration"":9}]"
"1e0f534c16","28/8/2019","[{""start"":1225;""end"":1227;""duration"":7}]"
"875b00033c","27/8/2019","[{""start"":432;""end"":436;""duration"":9};{""start"":444;""end"":451;""duration"":12};{""start"":484;""end"":492;""duration"":13};{""start"":504;""end"":514;""duration"":15};{""start"":521;""end"":530;""duration"":14};{""start"":541;""end"":544;""duration"":8};{""start"":556;""end"":566;""duration"":15};{""start"":578;""end"":579;""duration"":6};{""start"":591;""end"":608;""duration"":22};{""start"":677;""end"":685;""duration"":13};{""start"":704;""end"":705;""duration"":6};{""start"":753;""end"":754;""duration"":6};{""start"":761;""end"":793;""duration"":37};{""start"":837;""end"":838;""duration"":6};{""start"":848;""end"":851;""duration"":8};{""start"":857;""end"":861;""duration"":9};{""start"":884;""end"":885;""duration"":6};{""start"":891;""end"":907;""duration"":21};{""start"":921;""end"":928;""duration"":12};{""start"":949;""end"":961;""duration"":17};{""start"":1048;""end"":1049;""duration"":6}]"
"875b00033c","26/8/2019","[{""start"":519;""end"":554;""duration"":40};{""start"":560;""end"":562;""duration"":7};{""start"":570;""end"":580;""duration"":15};{""start"":613;""end"":616;""duration"":8};{""start"":626;""end"":627;""duration"":6};{""start"":719;""end"":726;""duration"":12};{""start"":752;""end"":755;""duration"":8};{""start"":781;""end"":783;""duration"":7};{""start"":816;""end"":817;""duration"":6};{""start"":840;""end"":844;""duration"":9};{""start"":865;""end"":877;""duration"":17};{""start"":928;""end"":945;""duration"":22};{""start"":975;""end"":987;""duration"":17};{""start"":1045;""end"":1049;""duration"":9};{""start"":1102;""end"":1107;""duration"":10};{""start"":1178;""end"":1179;""duration"":6};{""start"":1363;""end"":1368;""duration"":10}]"
"b8327574fc","27/8/2019","[{""start"":539;""end"":545;""duration"":11};{""start"":594;""end"":605;""duration"":16};{""start"":621;""end"":645;""duration"":29};{""start"":651;""end"":655;""duration"":9};{""start"":902;""end"":904;""duration"":7};{""start"":911;""end"":916;""duration"":10};{""start"":1090;""end"":1092;""duration"":7};{""start"":1198;""end"":1217;""duration"":24}]"
"b8327574fc","28/8/2019","[{""start"":699;""end"":712;""duration"":18};{""start"":786;""end"":788;""duration"":7};{""start"":794;""end"":802;""duration"":13};{""start"":808;""end"":820;""duration"":17}]"
"b8327574fc","26/8/2019","[{""start"":697;""end"":714;""duration"":22};{""start"":742;""end"":751;""duration"":14};{""start"":782;""end"":784;""duration"":7};{""start"":800;""end"":802;""duration"":7};{""start"":820;""end"":821;""duration"":6};{""start"":836;""end"":844;""duration"":13};{""start"":997;""end"":1026;""duration"":34};{""start"":1158;""end"":1168;""duration"":15}]"
"6a9b632564","26/8/2019","[{""start"":405;""end"":408;""duration"":8};{""start"":440;""end"":450;""duration"":15};{""start"":750;""end"":756;""duration"":11};{""start"":780;""end"":787;""duration"":12};{""start"":1075;""end"":1078;""duration"":8};{""start"":1110;""end"":1115;""duration"":10}]"
"6a9b632564","27/8/2019","[{""start"":755;""end"":760;""duration"":10};{""start"":1115;""end"":1128;""duration"":18};{""start"":1160;""end"":1166;""duration"":11};{""start"":1345;""end"":1350;""duration"":10}]"
"6a9b632564","31/8/2019","[{""start"":500;""end"":512;""duration"":17};{""start"":680;""end"":687;""duration"":12}]"
"6a9b632564","1/9/2019","[{""start"":595;""end"":599;""duration"":9}]"
"6a9b632564","29/8/2019","[{""start"":450;""end"":474;""duration"":29};{""start"":1110;""end"":1120;""duration"":15};{""start"":1160;""end"":1161;""duration"":6}]"
"6a9b632564","28/8/2019","[{""start"":390;""end"":394;""duration"":9};{""start"":425;""end"":430;""duration"":10};{""start"":1170;""end"":1183;""duration"":18}]"
"93b4eb5c27","27/8/2019","[{""start"":292;""end"":298;""duration"":11};{""start"":307;""end"":381;""duration"":79}]"
"93b4eb5c27","28/8/2019","[{""start"":968;""end"":1090;""duration"":127};{""start"":1232;""end"":1233;""duration"":6}]"
"93b4eb5c27","29/8/2019","[{""start"":657;""end"":706;""duration"":54};{""start"":713;""end"":718;""duration"":10};{""start"":871;""end"":885;""duration"":19};{""start"":925;""end"":927;""duration"":7}]"
"93b4eb5c27","31/8/2019","[{""start"":396;""end"":602;""duration"":211};{""start"":912;""end"":958;""duration"":51}]"
"93b4eb5c27","1/9/2019","[{""start"":386;""end"":396;""duration"":15};{""start"":405;""end"":505;""duration"":105};{""start"":512;""end"":642;""duration"":135}]"
"93b4eb5c27","30/8/2019","[{""start"":1113;""end"":1118;""duration"":10}]"
"a11a66b1d5","28/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":405;""end"":409;""duration"":9};{""start"":430;""end"":432;""duration"":7};{""start"":453;""end"":458;""duration"":10};{""start"":471;""end"":482;""duration"":16};{""start"":495;""end"":500;""duration"":10};{""start"":509;""end"":511;""duration"":7};{""start"":526;""end"":534;""duration"":13};{""start"":648;""end"":654;""duration"":11};{""start"":769;""end"":770;""duration"":6};{""start"":777;""end"":778;""duration"":6};{""start"":793;""end"":806;""duration"":18};{""start"":830;""end"":831;""duration"":6};{""start"":837;""end"":846;""duration"":14};{""start"":852;""end"":869;""duration"":22};{""start"":877;""end"":898;""duration"":26};{""start"":933;""end"":940;""duration"":12};{""start"":952;""end"":953;""duration"":6};{""start"":960;""end"":966;""duration"":11};{""start"":995;""end"":996;""duration"":6};{""start"":1012;""end"":1019;""duration"":12};{""start"":1028;""end"":1040;""duration"":17};{""start"":1053;""end"":1066;""duration"":18};{""start"":1074;""end"":1090;""duration"":21};{""start"":1096;""end"":1103;""duration"":12};{""start"":1122;""end"":1130;""duration"":13};{""start"":1155;""end"":1156;""duration"":6};{""start"":1352;""end"":1359;""duration"":12}]"
"a11a66b1d5","26/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":427;""end"":434;""duration"":12};{""start"":455;""end"":460;""duration"":10};{""start"":471;""end"":481;""duration"":15};{""start"":494;""end"":499;""duration"":10};{""start"":510;""end"":511;""duration"":6};{""start"":546;""end"":551;""duration"":10};{""start"":566;""end"":571;""duration"":10};{""start"":590;""end"":600;""duration"":15};{""start"":606;""end"":607;""duration"":6};{""start"":621;""end"":632;""duration"":16};{""start"":638;""end"":643;""duration"":10};{""start"":656;""end"":672;""duration"":21};{""start"":680;""end"":686;""duration"":11};{""start"":693;""end"":701;""duration"":13};{""start"":725;""end"":733;""duration"":13};{""start"":755;""end"":756;""duration"":6};{""start"":764;""end"":771;""duration"":12};{""start"":794;""end"":795;""duration"":6};{""start"":810;""end"":813;""duration"":8};{""start"":833;""end"":840;""duration"":12};{""start"":848;""end"":853;""duration"":10};{""start"":859;""end"":860;""duration"":6};{""start"":867;""end"":886;""duration"":24};{""start"":898;""end"":900;""duration"":7};{""start"":908;""end"":917;""duration"":14};{""start"":929;""end"":933;""duration"":9};{""start"":952;""end"":956;""duration"":9};{""start"":967;""end"":971;""duration"":9};{""start"":1003;""end"":1007;""duration"":9};{""start"":1017;""end"":1019;""duration"":7};{""start"":1026;""end"":1028;""duration"":7};{""start"":1082;""end"":1099;""duration"":22};{""start"":1131;""end"":1137;""duration"":11};{""start"":1167;""end"":1170;""duration"":8};{""start"":1207;""end"":1210;""duration"":8};{""start"":1290;""end"":1320;""duration"":35};{""start"":1352;""end"":1360;""duration"":13}]"
"a11a66b1d5","1/9/2019","[{""start"":0;""end"":8;""duration"":13};{""start"":485;""end"":489;""duration"":9};{""start"":521;""end"":540;""duration"":24};{""start"":548;""end"":555;""duration"":12};{""start"":572;""end"":575;""duration"":8};{""start"":592;""end"":619;""duration"":32};{""start"":625;""end"":632;""duration"":12};{""start"":686;""end"":698;""duration"":17};{""start"":720;""end"":725;""duration"":10};{""start"":746;""end"":747;""duration"":6};{""start"":759;""end"":768;""duration"":14};{""start"":776;""end"":782;""duration"":11};{""start"":789;""end"":794;""duration"":10};{""start"":809;""end"":823;""duration"":19};{""start"":861;""end"":876;""duration"":20};{""start"":889;""end"":900;""duration"":16};{""start"":907;""end"":919;""duration"":17};{""start"":936;""end"":945;""duration"":14};{""start"":1031;""end"":1038;""duration"":12};{""start"":1154;""end"":1159;""duration"":10};{""start"":1197;""end"":1222;""duration"":30};{""start"":1246;""end"":1256;""duration"":15};{""start"":1320;""end"":1322;""duration"":7};{""start"":1337;""end"":1340;""duration"":8};{""start"":1360;""end"":1372;""duration"":17};{""start"":1394;""end"":1395;""duration"":6};{""start"":1424;""end"":1428;""duration"":9}]"
"a11a66b1d5","29/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":427;""end"":439;""duration"":17};{""start"":460;""end"":464;""duration"":9};{""start"":471;""end"":479;""duration"":13};{""start"":495;""end"":499;""duration"":9};{""start"":552;""end"":556;""duration"":9};{""start"":566;""end"":567;""duration"":6};{""start"":601;""end"":604;""duration"":8};{""start"":621;""end"":623;""duration"":7};{""start"":668;""end"":676;""duration"":13};{""start"":684;""end"":685;""duration"":6};{""start"":709;""end"":713;""duration"":9};{""start"":773;""end"":776;""duration"":8};{""start"":795;""end"":804;""duration"":14};{""start"":819;""end"":820;""duration"":6};{""start"":849;""end"":855;""duration"":11};{""start"":861;""end"":877;""duration"":21};{""start"":923;""end"":938;""duration"":20};{""start"":973;""end"":976;""duration"":8};{""start"":985;""end"":987;""duration"":7};{""start"":1005;""end"":1009;""duration"":9};{""start"":1065;""end"":1092;""duration"":32};{""start"":1099;""end"":1104;""duration"":10};{""start"":1123;""end"":1128;""duration"":10};{""start"":1135;""end"":1136;""duration"":6};{""start"":1154;""end"":1155;""duration"":6};{""start"":1167;""end"":1168;""duration"":6};{""start"":1203;""end"":1209;""duration"":11};{""start"":1254;""end"":1257;""duration"":8};{""start"":1305;""end"":1308;""duration"":8};{""start"":1352;""end"":1356;""duration"":9};{""start"":1376;""end"":1390;""duration"":19};{""start"":1435;""end"":1439;""duration"":9}]"
"a11a66b1d5","30/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":429;""end"":431;""duration"":7};{""start"":452;""end"":457;""duration"":10};{""start"":468;""end"":480;""duration"":17};{""start"":495;""end"":506;""duration"":16};{""start"":530;""end"":534;""duration"":9};{""start"":548;""end"":556;""duration"":13};{""start"":564;""end"":570;""duration"":11};{""start"":582;""end"":584;""duration"":7};{""start"":593;""end"":599;""duration"":11};{""start"":630;""end"":638;""duration"":13};{""start"":675;""end"":679;""duration"":9};{""start"":686;""end"":688;""duration"":7};{""start"":697;""end"":699;""duration"":7};{""start"":711;""end"":727;""duration"":21};{""start"":743;""end"":756;""duration"":18};{""start"":765;""end"":768;""duration"":8};{""start"":808;""end"":811;""duration"":8};{""start"":831;""end"":837;""duration"":11};{""start"":855;""end"":865;""duration"":15};{""start"":885;""end"":906;""duration"":26};{""start"":954;""end"":955;""duration"":6};{""start"":975;""end"":981;""duration"":11};{""start"":1023;""end"":1034;""duration"":16};{""start"":1054;""end"":1062;""duration"":13};{""start"":1078;""end"":1090;""duration"":17};{""start"":1096;""end"":1098;""duration"":7};{""start"":1104;""end"":1105;""duration"":6};{""start"":1120;""end"":1127;""duration"":12};{""start"":1185;""end"":1187;""duration"":7};{""start"":1233;""end"":1237;""duration"":9};{""start"":1273;""end"":1275;""duration"":7};{""start"":1350;""end"":1357;""duration"":12};{""start"":1408;""end"":1439;""duration"":36}]"
"a11a66b1d5","31/8/2019","[{""start"":0;""end"":16;""duration"":21};{""start"":487;""end"":499;""duration"":17};{""start"":555;""end"":559;""duration"":9};{""start"":584;""end"":596;""duration"":17};{""start"":631;""end"":632;""duration"":6};{""start"":717;""end"":720;""duration"":8};{""start"":737;""end"":740;""duration"":8};{""start"":747;""end"":756;""duration"":14};{""start"":763;""end"":768;""duration"":10};{""start"":782;""end"":828;""duration"":51};{""start"":859;""end"":860;""duration"":6};{""start"":892;""end"":916;""duration"":29};{""start"":928;""end"":930;""duration"":7};{""start"":1018;""end"":1023;""duration"":10};{""start"":1043;""end"":1045;""duration"":7};{""start"":1065;""end"":1070;""duration"":10};{""start"":1079;""end"":1083;""duration"":9};{""start"":1292;""end"":1295;""duration"":8};{""start"":1308;""end"":1309;""duration"":6};{""start"":1349;""end"":1361;""duration"":17};{""start"":1385;""end"":1404;""duration"":24};{""start"":1420;""end"":1439;""duration"":24}]"
"a11a66b1d5","27/8/2019","[{""start"":0;""end"":1;""duration"":6};{""start"":432;""end"":434;""duration"":7};{""start"":457;""end"":466;""duration"":14};{""start"":473;""end"":485;""duration"":17};{""start"":496;""end"":501;""duration"":10};{""start"":509;""end"":512;""duration"":8};{""start"":546;""end"":548;""duration"":7};{""start"":554;""end"":572;""duration"":23};{""start"":584;""end"":593;""duration"":14};{""start"":602;""end"":611;""duration"":14};{""start"":624;""end"":632;""duration"":13};{""start"":640;""end"":651;""duration"":16};{""start"":667;""end"":671;""duration"":9};{""start"":702;""end"":706;""duration"":9};{""start"":723;""end"":725;""duration"":7};{""start"":765;""end"":766;""duration"":6};{""start"":785;""end"":806;""duration"":26};{""start"":836;""end"":850;""duration"":19};{""start"":892;""end"":928;""duration"":41};{""start"":948;""end"":951;""duration"":8};{""start"":976;""end"":981;""duration"":10};{""start"":990;""end"":1000;""duration"":15};{""start"":1058;""end"":1059;""duration"":6};{""start"":1141;""end"":1143;""duration"":7};{""start"":1156;""end"":1169;""duration"":18};{""start"":1175;""end"":1194;""duration"":24};{""start"":1257;""end"":1258;""duration"":6};{""start"":1288;""end"":1289;""duration"":6};{""start"":1323;""end"":1327;""duration"":9};{""start"":1357;""end"":1364;""duration"":12};{""start"":1416;""end"":1419;""duration"":8}]"
"6d521110c8","1/9/2019","[{""start"":484;""end"":485;""duration"":6};{""start"":1110;""end"":1115;""duration"":10}]"
"6d521110c8","31/8/2019","[{""start"":915;""end"":926;""duration"":16}]"
"cb5498dadb","31/8/2019","[{""start"":640;""end"":650;""duration"":15};{""start"":670;""end"":677;""duration"":12};{""start"":685;""end"":686;""duration"":6};{""start"":880;""end"":881;""duration"":6};{""start"":1205;""end"":1218;""duration"":18}]"
"cb5498dadb","1/9/2019","[{""start"":600;""end"":601;""duration"":6};{""start"":630;""end"":635;""duration"":10};{""start"":950;""end"":970;""duration"":25};{""start"":1170;""end"":1183;""duration"":18}]"
"cb5498dadb","27/8/2019","[{""start"":590;""end"":592;""duration"":7}]"
"cb5498dadb","29/8/2019","[{""start"":590;""end"":591;""duration"":6};{""start"":750;""end"":752;""duration"":7};{""start"":985;""end"":986;""duration"":6};{""start"":1090;""end"":1095;""duration"":10};{""start"":1300;""end"":1303;""duration"":8}]"
"cb5498dadb","30/8/2019","[{""start"":700;""end"":723;""duration"":28};{""start"":1100;""end"":1102;""duration"":7};{""start"":1370;""end"":1381;""duration"":16}]"
"13c9f6fcf6","28/8/2019","[{""start"":1210;""end"":1215;""duration"":10}]"
"13c9f6fcf6","29/8/2019","[{""start"":1035;""end"":1036;""duration"":6}]"
"13c9f6fcf6","30/8/2019","[{""start"":1100;""end"":1101;""duration"":6}]"
"4e81ae5bc2","31/8/2019","[{""start"":1148;""end"":1152;""duration"":9}]"
"4e81ae5bc2","29/8/2019","[{""start"":584;""end"":586;""duration"":7};{""start"":597;""end"":600;""duration"":8}]"
"a9fcb96f32","1/9/2019","[{""start"":590;""end"":599;""duration"":14};{""start"":700;""end"":705;""duration"":10};{""start"":795;""end"":803;""duration"":13};{""start"":1165;""end"":1176;""duration"":16}]"
"a9fcb96f32","28/8/2019","[{""start"":1115;""end"":1132;""duration"":22}]"
"a9fcb96f32","30/8/2019","[{""start"":645;""end"":650;""duration"":10};{""start"":1125;""end"":1130;""duration"":10}]"
"a9fcb96f32","29/8/2019","[{""start"":850;""end"":853;""duration"":8}]"
"a9fcb96f32","31/8/2019","[{""start"":530;""end"":531;""duration"":6};{""start"":585;""end"":599;""duration"":19};{""start"":725;""end"":728;""duration"":8};{""start"":780;""end"":790;""duration"":15};{""start"":825;""end"":829;""duration"":9};{""start"":1030;""end"":1032;""duration"":7};{""start"":1080;""end"":1085;""duration"":10};{""start"":1165;""end"":1180;""duration"":20}]"
"a9fcb96f32","26/8/2019","[{""start"":570;""end"":575;""duration"":10};{""start"":810;""end"":815;""duration"":10};{""start"":830;""end"":862;""duration"":37}]"
"a9fcb96f32","27/8/2019","[{""start"":555;""end"":556;""duration"":6};{""start"":720;""end"":731;""duration"":16}]"
"a08366d683","29/8/2019","[{""start"":1023;""end"":1024;""duration"":6};{""start"":1038;""end"":1041;""duration"":8};{""start"":1216;""end"":1229;""duration"":18};{""start"":1237;""end"":1248;""duration"":16};{""start"":1255;""end"":1297;""duration"":47}]"
"a08366d683","1/9/2019","[{""start"":39;""end"":49;""duration"":15};{""start"":409;""end"":414;""duration"":10};{""start"":430;""end"":432;""duration"":7};{""start"":438;""end"":459;""duration"":26};{""start"":476;""end"":480;""duration"":9};{""start"":729;""end"":749;""duration"":25};{""start"":771;""end"":773;""duration"":7};{""start"":869;""end"":870;""duration"":6};{""start"":921;""end"":961;""duration"":45};{""start"":970;""end"":981;""duration"":16};{""start"":988;""end"":1050;""duration"":67};{""start"":1063;""end"":1072;""duration"":14};{""start"":1114;""end"":1126;""duration"":17}]"
"a08366d683","30/8/2019","[{""start"":371;""end"":379;""duration"":13};{""start"":691;""end"":694;""duration"":8};{""start"":990;""end"":991;""duration"":6};{""start"":1092;""end"":1097;""duration"":10};{""start"":1163;""end"":1170;""duration"":12};{""start"":1355;""end"":1358;""duration"":8};{""start"":1388;""end"":1389;""duration"":6};{""start"":1401;""end"":1408;""duration"":12}]"
"a08366d683","26/8/2019","[{""start"":630;""end"":633;""duration"":8};{""start"":1127;""end"":1133;""duration"":11};{""start"":1169;""end"":1173;""duration"":9};{""start"":1181;""end"":1248;""duration"":72};{""start"":1256;""end"":1286;""duration"":35};{""start"":1299;""end"":1303;""duration"":9};{""start"":1361;""end"":1371;""duration"":15};{""start"":1380;""end"":1384;""duration"":9};{""start"":1403;""end"":1404;""duration"":6}]"
"a08366d683","31/8/2019","[{""start"":937;""end"":996;""duration"":64};{""start"":1016;""end"":1019;""duration"":8};{""start"":1043;""end"":1054;""duration"":16};{""start"":1081;""end"":1083;""duration"":7};{""start"":1099;""end"":1102;""duration"":8};{""start"":1130;""end"":1164;""duration"":39};{""start"":1176;""end"":1235;""duration"":64};{""start"":1241;""end"":1295;""duration"":59};{""start"":1301;""end"":1322;""duration"":26};{""start"":1353;""end"":1361;""duration"":13};{""start"":1380;""end"":1384;""duration"":9};{""start"":1398;""end"":1401;""duration"":8}]"
"a08366d683","28/8/2019","[{""start"":1020;""end"":1022;""duration"":7};{""start"":1028;""end"":1029;""duration"":6};{""start"":1065;""end"":1067;""duration"":7};{""start"":1096;""end"":1103;""duration"":12};{""start"":1137;""end"":1139;""duration"":7};{""start"":1153;""end"":1154;""duration"":6};{""start"":1176;""end"":1214;""duration"":43};{""start"":1221;""end"":1232;""duration"":16};{""start"":1239;""end"":1247;""duration"":13};{""start"":1255;""end"":1259;""duration"":9}]"
